Hectare,Shift,Date,Note Squirrel & Park Stories, Squirrel Experience or Squirrel Story, Park Experience or Census Taker Story, Dogs, Other Animals, Accidental Poems, Squirrels Acting Odd, Census Takers Recognized, Other
16D,AM,10202018,"Such a quiet hectare! Only saw a few people and only one dog — very few squirrels, lots of birds chirping. The Ramble brings to mind ""Law & Order,"" and it got borderline creepy back here when a guy sitting on a bench started singing opera ...",,true,true,,,,,
16D,PM,10102018,"* Squirrels #8 and #9 were fighting for a good five minutes.

* Couple picnicking in meadow.",true,true,,,,,,
16E,PM,10182018,"Many of the squirrels were not afraid of us. In fact, when they realized we were not going to give them a treat, they ""scoffed"" at us. Typical panhandlers!! :)",true,,,,,,,
16E,PM,10132018,"The two juvenile squirrels, #1 and #2, were sticking together – staying within 10 feet or 15 feet of each other. Every once in a while they would run at each other and hop around.

16-E is the squirrel party, for real. It’s also where youths go to smoke the devil's lettuce, so, pretty hopping spot.",true,,,,,,,
16F,PM,10132018,Took a while to cover because lots of squirrel activity. Mostly in wooded area and not on paths. Dead raccoon in woods. Squirrels #4 and #6 could be the same squirrel.,true,,,true,,,,Dead Raccoon
16G,AM,10102018,"Spotted two squirrels foraging in close proximity, but one split when it saw me. Later spotted the same two chasing each other.

Intense cyclist on East Drive shouting ""Look out!"" disrupts the running.

Group of tourists on bikes unsure where to go.",true,true,,,,,,
16G,PM,10192018,"Squirrels #2 and #3 in same tree.
Squirrel #5 ran across the street.",true,,,,,,,
16G,PM,10172018,"Squirrel #1 observed foraging.

Also observed: large groups on bicycles; Citibike struggle is real. 

Kids playing organize soccer (coach dad with a whistle – liberal use of whistle). 

Several couples who is sorely wished I wasn’t stalking around the rocks and cedars.",true,true,true,,,,,
16H,PM,10142018,"DOGS 
People (large group) on grass 
Children on rocks
Squirrel #3 approached a man doing Tai Chi. 
The man put his hand down and began to walk. 
The squirrel followed him step by step across the arch. Then the man gave him a treat.",true,true,true,,,,,
16H,AM,10072018,Only saw one squirrel curiously foraging until a tiny yipping dog chased it into a tree poor thing,,,true,,,,,
16I,PM,10142018,"Dead Bird
dogs on leash 
children playing",,,,,true,,,
16I,AM,10082018,"Juvenile squirrel in a small hollow nest about a foot up in a tree. Hole was just big enough for squirrel's head. He was curious but afraid -- He could twist inside the hollow & would pull inside & then dart his head out to view me in 360 directions. Adult squirrel watched closely, clinging to a branch higher in the tree.",,,,,,true,,
17A,PM,10132018,"Fancy European girls in their early 20s having a legit tea party in a meadow to celebrate one's bachelorette. 

Homeless person sleeping on a bench. People eating really good-smelling burritos. 

Squirrel #2 was spotted just as I was feeling exasperated having not seen many — looked very majestic sitting there in a tree on a pedestal formed by a lopped-off branch, eating a nut.",true,true,,,,,,
17A,AM,10172018,"8:51 a.m. — I'm in house finch territory.

8:53 a.m. — I stepped on a gingko berry. Everything smells of vomit.

8:53 a.m. — Dogs chase after ball. 

8:55 a.m. — I climb on a rock and look out for squirrels. I see no squirrels. 

8:58 a.m. — The road through Central Park is loud with automobiles. 

9:00 a.m. — Success, a foraging squirrel! 

9:03 a.m. — A hidden passage leads to the through-road.

9:05 a.m. — The wind has picked up.

9:06 a.m. — A condom wrapper. No, a lube wrapper — lube comes in wrappers?

9:07 a.m. — A pigen follows me — ally or enemy? 

9:10 a.m. — Gray bird with mohawk and orange belly — small. 

9:11 a.m. — A twig breaks below my steps — my cover is blown. 

9:12 a.m. — The treetops only hold squirrel secrets. 

9:13 a.m. — Acorns assail me from above (no joke) — but no squirrels in sight.",true,true,,true,,,,Birds
17B,PM,10122018,The woman whose (coincidentally also black) dog was angering the black squirrel told me Stuytown only has black squirrels!,true,,true,,,,true,
17B,AM,10102018,"The third squirrel I saw was high in an oak tree; he was jumping around, knocking or throwing down acorns.",true,,,,,,,
17C,AM,10182018,"No squirrels! Hundreds of Birds 
No dogs in the ramble, few dogs in Shakespeare Garden.",,,,,true,,,
17C,PM,10132018,"A bride and wedding party were posing for photos in Shakespeare Garden.

Family speaking Hebrew near Swedish Cottage – my people!

Thought I heard kuks, but it was just someone wheeling a bike behind me. 

Family playing hide and seek with a redheaded three-year-old at Stover’s Bench. 

Someone was certain that all the money Clear (the airport security firm) makes goes to paying employees to harass people to sign up for Clear.",,true,,,,,,
17D,AM,10082018,"It was a quiet morning in Hectare 17-D. There were plenty of dogs off leashes, but minimal to no interaction between dogs and squirrels.",true,,true,,,,,
17D,PM,10082018,"No squirrels by the castle this afternoon, but I did stumble upon a secret wedding! A couple were getting married just outside the castle with a couple of friends as visitors.",,true,,,,,,
17E,PM,10182018,"There was a black cat near the Turtle Pond. Since some parts of the assigned area were blocked off due to the renovation of Belvedere Castle, I couldn't cover some parts. Also, there are buildings in the areas.",,true,,true,,,,Cat
17E,AM,10172018,Scampering with branch on fenced shore of Turtle Pond.,true,,,,,,,
17E,AM,10202018,"The path was very calm and devoid of human activity, likely due to the closure of the sidewalk for construction on to Belvedere Castle.

Also, I believe the two squirrels and I spotted were brothers but I have no data to back this claim up.",true,,,,,,,
17E,PM,10192018,The squirrels must be itchy today; I saw them scratching.,true,,,,,,,
17F,PM,10202018,"A bird watcher approaches me. ""You're not still counting squirrels are you?"" She rapid fire starts interrogating me about recently chopped down under brush and squirrel numbers & when the final report is due. She spots a few squirrels for me and leaves with a smile.",,,,,,,true,
17F,PM,10132018,"Lots of foot traffic, lady was taking photos of flowers",,true,,,,,,
17G,AM,10182018,"This seems to be a hectare of dogs, not squirrels. I passed 20+ large breed canines (labradors, great danes, german shepherds, mutts) at a seemingly pre-arranged playdate on the north side of the traverse. On the south side, there was another large group of dogs, although most were small terriers. Risky business to be a squirrel here, I think.",,,true,,,,,
17G,PM,10172018,"(1) just hanging out, digging around. (2) ran when they saw me — leaped directly over my head from an elm into a holly tree (seriously) (3) + (4) spotted near (2), but not “with” — these guys ran up and down a trunk to the delight of passerby — all beneath the lower branches of the holly tree / bush thing",true,,,,,,,
17H,AM,10102018,"Possible squirrel nest sighting. Lush vegetation obscures the road, but not the sound of traffic. A baby cries. Paw prints — canine, not squirrel. Tree branches jump in the distance — a squirrel? No. Exhaust from a museum vent. A jackhammer pounds in the distance. No squirrels — What has man done? NOTE: It was very loud and packed with humans and dogs in this area.",true,,,,,,,
17H,PM,10072018,A wedding party stopped for about five minutes and were really loud. It was really distracting.,,true,,,,,,
17I,PM,10172018,"Walking when the sun started 
to come through the trees, so
I looked to my right to see 
two big grassy hills, and 
the sun shining rays through
them, highlighting the leaves
+ pollen falling through the
air, as if it was raining
in slow motion. A father was
pushing his daughter down
the hill on her bike.",,,,,true,,,
17I,PM,10192018,"(birthday party)

Lots of children playing in
soccer grassy areas and all 
other sidewalks 
outside playground - screaming
running 

entire area - very busy
with Humans of all types - 
+ dogs",,,,,true,,,
17I,AM,10142018,"- Right off the bat, there's a dog off leash sniffing/foraging in the open green space over the fence (is it weird I've become super protective of the squirrels?)
- Not a fan of people scaring off the squirrels - this is their home! You are a guest, sit!",true,true,true,,,,,
18A,AM,10122018,"The path leading from Hunters' Gate (@ 81st) seems little used, and despite being near transverse and Central Park West, is a tranquil area with good benches and convenient rock outcroppings.",,true,,,,,,
18B,PM,10192018,"Man was filming a woman with her dog (looks like a service dog). Looks like dog was performing trained good behavior, such as iContact and going in circles around woman.

Another man told me I was “going the wrong way“ to leave the park. When I told him I wasn’t leaving, he asked where I was going. I didn’t know how to respond.",,true,true,,,,,
18B,PM,10182018,Lots of birds — robins and blue jays near garage.,,,,true,,,,Birds
18C,PM,10182018,Squirrels #3 and #4 hid until I walked away and came back to play. Squirrels #5 and #6 could care less I was there. Closed lawn — hopped fence.,true,,,,,,,
18C,AM,10182018,"Central Park Conservancy crew/volunteers cleaning brush here.

Overheard two women who were lost trying to find their meeting point say: “We should’ve just picked a good, obvious place like King Jagiello.” *sunglasses emoji*

Passed a Sighter couple in the field: “My husband's tracking one … Ralph! Ralph! Over here.“ (Turns out Ralphs undergraduate degree is in wildlife biology.)",,true,,,,,true,
18D,AM,10182018,"Ducks and geese on Turtle Pond, turtle on rock getting sun. Both squirrels left area and went north while foraging.

Squirrels #3 and #4 were together at first. Both near the base of a tree. Squirrel #4 went up the tree for a few minutes, then came down rejoin Squirrel #3.

All four squirrels were in fenced area so no humans or dogs; only one dog off leash after 9 a.m.",true,,,true,,,,
18D,PM,10182018,"Apparently, squirrels aren’t exactly theater nuts. 

(Most of this hectare was not accessible to the public and/or squirrels, but I saw tons of birds.)

P.S. I 100% felt like a character in a minute, even while sitting alone at the Romeo and Juliet statute looking for squirrels (in vain!). :)",,true,,true,,,,Birds
